Protein.IDs	Majority.protein.IDs	Fasta.headers	Sample.1_Tr_1	Sample.1_Tr_2	Sample.1_Tr_3	Sample.2_Tr_1	Sample.2_Tr_2	Sample.2_Tr_3	Sample.3_Tr_1	Sample.3_Tr_2	Sample.3_Tr_3	Sample.4_Tr_1	Sample.4_Tr_2	Sample.4_Tr_3	Sample.5_Tr_1	Sample.5_Tr_2	Sample.5_Tr_3	Sample.6_Tr_1	Sample.6_Tr_2	Sample.6_Tr_3	Sample.7_Tr_1	Sample.7_Tr_2	Sample.7_Tr_3	Sample.8_Tr_1	Sample.8_Tr_2	Sample.8_Tr_3	Sample.9_Tr_1	Sample.9_Tr_2	Sample.9_Tr_3
sp|P53900|PFD4_YEAST	sp|P53900|PFD4_YEAST	sp|P53900|PFD4_YEAST Prefoldin subunit 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GIM3 PE=1 SV=1	21.1679081084925	NA	NA	NA	NA	NA	NA	NA	NA	21.0297859793057	NA	20.9743529674134	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.8406888094483	NA	NA	NA	20.6310313632105	21.0399257474146
sp|P53906|YNO6_YEAST	sp|P53906|YNO6_YEAST	sp|P53906|YNO6_YEAST Uncharacterized protein YNL146W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL146W PE=1 SV=2	22.2139194078645	22.3052167806589	22.5414180693585	NA	NA	22.3067192403374	22.2656219134797	NA	NA	NA	NA	22.2347063531664	NA	22.466003749506	NA	NA	22.3471920444451	NA	NA	NA	NA	NA	NA	NA	22.5841238989441	22.345325108244	NA
sp|P53912|YNN4_YEAST;sp|P25608|YCZ2_YEAST;sp|P54007|YL460_YEAST	sp|P53912|YNN4_YEAST	sp|P53912|YNN4_YEAST Uncharacterized protein YNL134C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL134C PE=1 SV=1	26.1871448342671	26.1496909987786	25.0603568631549	25.8138203262939	25.9148130256887	25.3605818900246	24.8361971703432	26.1554930403842	25.0126951176198	25.8716413300978	25.8242753020307	24.6714706640911	26.2206652717442	25.8610992147227	26.5575841807421	26.3130769127164	25.990253052429	26.4496945090164	26.2532622072172	24.9955460043302	25.692614437584	26.180255196198	26.353027528771	26.3009129038117	24.2299336243854	24.9647272361052	26.0185221342119
sp|P53978|EF3B_YEAST	sp|P53978|EF3B_YEAST	sp|P53978|EF3B_YEAST Elongation factor 3B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=HEF3 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25.0414723357072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P53981|YNB0_YEAST	sp|P53981|YNB0_YEAST	sp|P53981|YNB0_YEAST Uncharacterized phosphatase YNL010W OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YNL010W PE=1 SV=1	23.0664466236673	23.6371041978454	24.2800134672758	22.8763895420466	24.416351192402	NA	22.8475100753043	24.6970502744533	NA	22.9358362350196	22.91139271935	23.4290532006434	24.2221404201763	23.4482141271051	23.049363334011	23.22439448201	23.2041591665789	23.0324285098547	24.2978208330237	23.1268216648761	NA	NA	24.2518366102004	24.3196203066768	22.842166931555	NA	22.9881520976905
sp|P54113|PUR91_YEAST	sp|P54113|PUR91_YEAST	sp|P54113|PUR91_YEAST Bifunctional purine biosynthesis protein ADE16 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE16 PE=1 SV=1	23.8931918976111	23.1653339461325	23.5588251962515	22.653815987076	23.6384306107867	23.4171242028014	23.3346999246289	23.7599970546452	24.5920637012127	23.8550030271347	23.216260363432	22.8200098555095	23.9157021638652	24.3944061707532	23.38824331958	23.8508132953406	23.0647046152502	24.1556088435421	22.6339601536322	22.8300091276987	24.7056176235536	23.9189803967642	23.8607914650308	23.3066080006711	23.7338652015587	23.0386872819368	24.5100846738616
sp|P54115|ALDH6_YEAST	sp|P54115|ALDH6_YEAST	sp|P54115|ALDH6_YEAST Magnesium-activated aldehyde dehydrogenase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD6 PE=1 SV=4	27.8575679878804	27.1929113255123	27.3362843959208	28.1028955095575	27.4011289910354	26.4324980633108	27.3623556201892	27.9572618430049	27.6423061376548	27.1103827856828	27.5385289138344	26.4268320099332	27.5100544827986	26.8039048574288	27.9802189122466	27.5978991056738	27.383356643788	27.9783106212546	27.270082124646	26.0144627219416	27.6839157616911	27.5523748860399	27.9618494639959	27.7173152682221	27.6510942943317	26.6313145172952	27.6672261283166
sp|P54838|DAK1_YEAST	sp|P54838|DAK1_YEAST	sp|P54838|DAK1_YEAST Dihydroxyacetone kinase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=DAK1 PE=1 SV=1	23.7395416568019	23.7125085286879	24.0080421536807	23.2136969676939	23.087155910621	23.6677404629302	24.6267272477995	24.1796479374114	24.0692360263782	23.7772593290948	24.6179010057399	23.7919354994623	23.6244420767882	23.9524263113657	24.1876734461334	24.3653292512895	23.4084686525279	22.7282078511295	23.7701170108497	24.199553735109	24.6690390184102	22.9638986734371	24.198055298081	22.6867766347688	22.7501533030731	24.1890318450796	23.4359347199364
sp|P54839|HMCS_YEAST	sp|P54839|HMCS_YEAST	sp|P54839|HMCS_YEAST Hydroxymethylglutaryl-CoA synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ERG13 PE=1 SV=1	27.0154201570221	25.0018720199549	25.7669621434656	27.8590502597059	27.0979827519693	NA	26.9317939728151	26.1977554238249	27.7414974350456	26.9526040488355	27.29937643144	20.4178195582083	28.0166957495375	23.8046927310457	27.9387640707284	27.8091287903118	22.4175878103096	26.5505413088112	27.5679031717664	27.6671584390567	27.8491793376448	27.529769985159	27.9255825085839	27.2989396349727	26.3050079818972	24.9951577946387	27.6270752793166
sp|P54885|PROA_YEAST	sp|P54885|PROA_YEAST	sp|P54885|PROA_YEAST Gamma-glutamyl phosphate reductase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=PRO2 PE=1 SV=1	23.1839388103618	22.5704301694067	22.6759019167055	23.5749630228041	23.0904387521792	23.0277798124546	22.5346904391642	23.2038904220942	NA	22.6674372983978	21.1683366893638	23.3088311659626	21.5943665234751	23.3345635447034	22.8848896895695	NA	23.2756869038456	22.4132808313275	21.0754190846915	NA	21.0383858727555	NA	23.150163770875	21.562113830065	23.2339022445784	23.2111290091789	23.268851498505
sp|P55957ups|BID_HUMAN_UPS	sp|P55957ups|BID_HUMAN_UPS	sp|P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	23.7235909568593	23.518693491196	23.4053554809385	NA	NA	NA	24.6046161161415	25.0595319474478	24.7564891343961	NA	NA	NA	NA	NA	NA	23.9023302121183	26.1538128491892	26.2332293730502	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P57744|TIM8_YEAST	sp|P57744|TIM8_YEAST	sp|P57744|TIM8_YEAST Mitochondrial import inner membrane translocase subunit TIM8 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM8 PE=1 SV=1	NA	21.6957448456801	21.8116663190461	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8832682544515	NA	NA	NA	NA	21.2446402421823	22.250001110885	NA	NA	NA	NA	NA	NA	NA	NA
sp|P60010|ACT_YEAST	sp|P60010|ACT_YEAST	sp|P60010|ACT_YEAST Actin OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACT1 PE=1 SV=1	29.4099135068765	29.2022143054747	28.9772463346242	29.2768407404159	28.9938036350905	27.9506588542334	29.199829839589	29.2216565533401	29.3835832445645	29.0365865738751	29.4075046117706	27.8215895895828	28.857419676902	28.9374176450209	29.2848918604871	29.4604328668067	28.7047077760439	29.1879659872943	29.2713963082246	28.685253324406	29.2809825044986	28.8627788441281	29.3454503226532	29.264209378495	29.0491077825415	28.5178454275627	29.1548945759432
sp|P61626ups|LYSC_HUMAN_UPS	sp|P61626ups|LYSC_HUMAN_UPS	sp|P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	25.0339747528966	24.9758752499699	25.2589685154216	NA	NA	NA	26.1321631590106	NA	26.1558404219756	NA	NA	22.5515918669504	NA	NA	NA	27.1574989804952	NA	27.1764556284477	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P61769ups|B2MG_HUMAN_UPS	sp|P61769ups|B2MG_HUMAN_UPS	sp|P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	21.9872848328367	NA	22.466053552566	NA	NA	NA	23.5501596318035	24.488917386849	22.7315054886355	NA	NA	NA	NA	NA	NA	23.6502041855955	26.4473630074601	25.6935718197178	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P62937ups|PPIA_HUMAN_UPS	sp|P62937ups|PPIA_HUMAN_UPS	sp|P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	23.5630221302394	21.8519762133558	NA	NA	NA	NA	25.0947049722008	24.3305345260428	25.2842211760993	NA	NA	NA	NA	NA	NA	26.9634489349114	24.1024550470039	26.9416770227985	NA	21.2309304669757	NA	NA	NA	NA	NA	NA	NA
sp|P62979ups|RS27A_HUMAN_UPS	sp|P62979ups|RS27A_HUMAN_UPS	sp|P62979ups|RS27A_HUMAN_UPS Ubiquitin-40S ribosomal protein S27a OS=Homo sapiens GN=RPS27A PE=1 SV=2	23.2031287074127	NA	NA	NA	NA	NA	24.0118851296909	NA	24.0440185020485	NA	NA	NA	NA	NA	NA	25.3496572956386	NA	25.2045621894637	21.1314450361608	21.7236326165247	22.1970054653733	NA	NA	NA	NA	NA	NA
sp|P63165ups|SUMO1_HUMAN_UPS	sp|P63165ups|SUMO1_HUMAN_UPS	sp|P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	22.0759739360234	23.1743082505103	21.6486033473215	NA	NA	NA	24.5664522060996	24.7369126225373	23.8282279268744	NA	NA	NA	NA	NA	NA	26.3803704308686	25.6221253458405	26.5111107942611	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P63279ups|UBC9_HUMAN_UPS	sp|P63279ups|UBC9_HUMAN_UPS	sp|P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	23.0194217340736	NA	NA	NA	NA	NA	23.0791032154519	22.5339541824292	NA	NA	NA	NA	NA	NA	NA	25.855335779415	24.3587724476272	25.701842625913	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P68871ups|HBB_HUMAN_UPS;CON__P02070;CON__Q3SX09	sp|P68871ups|HBB_HUMAN_UPS	sp|P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	25.1594251423847	24.2185975266551	24.3829115786736	NA	NA	NA	24.8702777907591	25.9513371913047	26.0136324305965	NA	NA	NA	NA	NA	NA	28.092145947665	27.1420938100117	27.0227394593521	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P69905ups|HBA_HUMAN_UPS	sp|P69905ups|HBA_HUMAN_UPS	sp|P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.971408833856	24.3735831348841	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P80210|PURA_YEAST	sp|P80210|PURA_YEAST	sp|P80210|PURA_YEAST Adenylosuccinate synthetase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADE12 PE=1 SV=3	23.4101521530584	23.2581059174641	NA	22.5546394356454	21.75845258719	NA	23.2191886134362	22.3791213184255	22.4932368546239	22.6460558898942	23.3150655134795	NA	21.9173968476116	NA	22.0216089847969	22.5802180765315	22.8988109701123	22.3833731250447	22.0985410417349	22.2156088332783	22.5041672446942	21.986972489819	22.1935807040736	22.2628725037476	NA	NA	22.2487568469207
sp|P80235|CACM_YEAST	sp|P80235|CACM_YEAST	sp|P80235|CACM_YEAST Putative mitochondrial carnitine O-acetyltransferase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YAT1 PE=1 SV=2	21.6902555043199	21.2142455914217	21.2830272926458	21.5290759070022	21.7173283437512	21.5928621251795	21.7891117146933	NA	21.7324788203825	NA	21.6676971576115	21.7811275495362	21.657396960986	21.4935056289466	21.6782682959322	NA	22.0407619469632	NA	21.7811675804756	NA	21.6622737303229	21.6052154415787	21.3286595894966	NA	NA	NA	21.2704208084694
sp|P89886|TMA20_YEAST	sp|P89886|TMA20_YEAST	sp|P89886|TMA20_YEAST Translation machinery-associated protein 20 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TMA20 PE=1 SV=1	22.7241324386993	NA	NA	21.6752989453688	21.7718102204477	NA	22.4979697261226	NA	21.5581011569245	NA	22.6589662925042	NA	22.5898486141715	NA	21.1087847701602	22.2045174147026	NA	21.6158936098031	22.773340461521	22.4179225453262	22.7382019634643	21.4793145080113	21.5095894606265	21.4817304637716	NA	NA	21.7293701432696
sp|P99999ups|CYC_HUMAN_UPS;CON__P62894	sp|P99999ups|CYC_HUMAN_UPS	sp|P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	22.1768512500534	22.1910519832977	22.0070669724451	NA	NA	NA	23.4553814070514	23.7391295759534	24.5894943416006	NA	NA	NA	NA	NA	NA	26.1557246374054	25.6462262266991	26.1974929827102	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|Q00055|GPD1_YEAST	sp|Q00055|GPD1_YEAST	sp|Q00055|GPD1_YEAST Glycerol-3-phosphate dehydrogenase [NAD(+)] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GPD1 PE=1 SV=4	24.8053325616927	24.8510516745881	23.2822072501657	24.8318557683216	24.2509697361825	NA	24.8008971358557	24.3548105652978	25.4024307687379	23.8593702305144	23.5750784707328	23.3451626517334	23.4173817809205	23.5489846072713	23.6475717298373	24.5399638646976	23.7750499947566	24.2994987107561	24.6332285132463	24.8715943329468	24.8565235542931	24.4452487983144	24.279871818278	23.6804591119701	23.9693900347591	24.2869372863442	24.861075544
sp|Q00711|SDHA_YEAST;sp|P47052|SDHX_YEAST	sp|Q00711|SDHA_YEAST;sp|P47052|SDHX_YEAST	sp|Q00711|SDHA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SDH1 PE=1 SV=1;sp|P47052|SDHX_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subuni	NA	21.9711983085195	22.3213280946519	22.8907823081088	21.6973578864682	NA	21.4776851529091	NA	NA	NA	NA	NA	NA	NA	23.0538437054595	23.3269056193969	22.6032469110931	22.3078867392781	NA	NA	NA	NA	NA	21.8048699433289	NA	21.4625881409428	21.6546465164443
sp|Q00764|TPS1_YEAST	sp|Q00764|TPS1_YEAST	sp|Q00764|TPS1_YEAST Alpha,alpha-trehalose-phosphate synthase [UDP-forming] 56 kDa subunit OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TPS1 PE=1 SV=2	NA	21.0274929893227	23.282348670059	NA	21.9888108704769	23.3809978834274	NA	NA	22.9756653754348	NA	22.9472266988311	NA	NA	NA	NA	NA	22.8546416663116	23.0214395489927	23.0420487470989	23.3084145833405	NA	NA	NA	NA	22.2431298099326	NA	NA
sp|Q00816|REG1_YEAST	sp|Q00816|REG1_YEAST	sp|Q00816|REG1_YEAST Resistance to glucose repression protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=REG1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24.3110509106696	NA	NA
sp|Q00955|ACAC_YEAST;sp|P32874|HFA1_YEAST	sp|Q00955|ACAC_YEAST	sp|Q00955|ACAC_YEAST Acetyl-CoA carboxylase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACC1 PE=1 SV=2	26.0707719958622	25.4139651329657	25.0036314828699	26.0870951966693	25.7861128550942	24.8554308374002	25.6956439707239	25.5652032074257	25.4999655592403	25.4012917775	25.7172237362	24.2261893182158	25.7805419700997	25.5189035538121	25.4227803253273	26.0170994521562	25.8121071731492	26.2220851293221	25.3558188554082	25.6607678280282	25.7458369885834	25.7792648830994	25.8639132613604	26.1717874791638	25.8775741572704	25.3592417802809	25.8349443288796
sp|Q01217|ARG56_YEAST	sp|Q01217|ARG56_YEAST	sp|Q01217|ARG56_YEAST Protein ARG5,6, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ARG5,6 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8787484475325	21.7959033101066	21.6610560825899	NA	NA	NA	NA	NA	NA	NA	23.0891944156102	NA	22.2149866435337	NA	NA
sp|Q01519|COX12_YEAST	sp|Q01519|COX12_YEAST	sp|Q01519|COX12_YEAST Cytochrome c oxidase subunit 6B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=COX12 PE=1 SV=2	21.6548649973619	NA	NA	22.3485433887186	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.1967653963086	NA	22.453147024956	NA	NA	NA	NA	NA	NA	22.115118602255	NA	NA	NA	23.0312677390484
sp|Q01532|BLH1_YEAST	sp|Q01532|BLH1_YEAST	sp|Q01532|BLH1_YEAST Cysteine proteinase 1, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LAP3 PE=1 SV=3	23.8388438323236	23.7828678694655	23.7945158173451	23.9620812213495	23.2993589621202	NA	23.8160688096181	23.3075810570539	24.0615933529951	23.7615195809491	23.9544689714343	NA	23.979891955862	23.9219789137529	23.9307568250392	24.0946647077602	22.5966884214181	22.7292456567484	24.767341092022	23.5094203244851	24.0435179717876	22.4680939991677	23.0533465729702	24.0419318126846	21.5047491721135	NA	24.294529325714
sp|Q01560|NOP3_YEAST	sp|Q01560|NOP3_YEAST	sp|Q01560|NOP3_YEAST Nucleolar protein 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NPL3 PE=1 SV=1	25.5891514143251	23.4013243325889	24.6968380900148	25.9290190594905	25.474476614186	23.6294535663958	25.4800668463371	23.8792347261202	25.1641525849755	25.0137601988329	24.9554892179429	NA	25.7583458359259	23.5312434215667	25.6289532000882	25.7355188388667	NA	25.7301634924298	24.8333526155622	24.9416770227985	25.5593796580692	25.7051957366359	25.750879099948	24.9427958247474	25.7491662469095	25.6031733219651	26.0468723754763
sp|Q01574|ACS1_YEAST	sp|Q01574|ACS1_YEAST	sp|Q01574|ACS1_YEAST Acetyl-coenzyme A synthetase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ACS1 PE=1 SV=2	23.6248882481357	23.2445241112122	NA	23.386402476223	22.9007651173159	NA	23.205099378236	23.6398661832984	21.8433368372669	23.1871599401515	23.4812377400507	NA	22.8901514432911	21.5763939245632	23.5077278715868	22.2995266588589	22.0212361997571	22.2299922812552	22.2096425527326	23.198504992627	22.2202224329293	23.4829615373516	NA	22.4491214349538	NA	23.0248244899906	23.7053539586881
sp|Q01649|CIK1_YEAST	sp|Q01649|CIK1_YEAST	sp|Q01649|CIK1_YEAST Spindle pole body-associated protein CIK1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CIK1 PE=1 SV=1	NA	23.287994128411	NA	23.3196203066768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4740742708024	NA	23.4208545919501	NA	NA	NA	NA	NA	NA	NA	23.3898193179608	23.3186553393401
sp|Q01662|MAP1_YEAST	sp|Q01662|MAP1_YEAST	sp|Q01662|MAP1_YEAST Methionine aminopeptidase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MAP1 PE=1 SV=2	22.110856669361	21.7867609772833	22.0487648984875	21.9316046362494	NA	21.9542559593945	21.9270169073081	22.3557919768152	NA	21.8353395732712	21.866990599119	21.8698167170109	NA	21.5692251813492	21.664922909938	NA	21.9676498464403	22.0753864397315	NA	NA	NA	NA	NA	21.812058196012	21.7866014665263	22.1915641060769	21.8283441592035
sp|Q01852|TIM44_YEAST	sp|Q01852|TIM44_YEAST	sp|Q01852|TIM44_YEAST Mitochondrial import inner membrane translocase subunit TIM44 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TIM44 PE=1 SV=1	22.8871231657539	NA	NA	NA	NA	NA	NA	NA	20.8154239510995	NA	NA	20.8824848399682	NA	NA	22.80203193135	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.4135132720574	NA	23.3233362892802
sp|Q01855|RS15_YEAST	sp|Q01855|RS15_YEAST	sp|Q01855|RS15_YEAST 40S ribosomal protein S15 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS15 PE=1 SV=1	25.6164153527759	24.4224595482185	24.8727218422354	25.6252785349069	NA	24.4472684076082	25.5387213096794	25.0212361997571	24.6872039417074	25.3813940286976	25.4044462056835	24.6730894872422	24.8244452693849	25.7025033034297	25.7151823714479	24.9430194810599	25.2133409920685	27.9205940099556	25.6907776774377	NA	24.5508054876004	25.866698251098	24.9094895481738	24.7237471744019	24.3607827991638	25.7472720726722	25.8280341855136
sp|Q01939|PRS8_YEAST	sp|Q01939|PRS8_YEAST	sp|Q01939|PRS8_YEAST 26S proteasome regulatory subunit 8 homolog OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPT6 PE=1 SV=4	NA	NA	NA	NA	NA	NA	NA	NA	22.6717405941236	NA	NA	NA	22.5846744583558	NA	NA	NA	NA	22.645528267662	NA	22.6835249593429	22.2809055362984	22.6067070198355	NA	NA	22.7931666882686	22.484535780204	22.5363278565047
sp|Q02196|KAPS_YEAST	sp|Q02196|KAPS_YEAST	sp|Q02196|KAPS_YEAST Adenylyl-sulfate kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=MET14 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	21.3989002258765	NA	21.3931495132868	NA	NA	NA	NA	22.1458488291291	NA	NA	NA	21.2606921656157	21.2918204601824	NA	NA	NA	NA	NA	NA
sp|Q02326|RL6A_YEAST	sp|Q02326|RL6A_YEAST	sp|Q02326|RL6A_YEAST 60S ribosomal protein L6-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL6A PE=1 SV=2	26.4115912827347	25.562294371146	23.1488458233439	27.1081905424858	26.4246234108636	22.2085415881129	25.5155990284939	26.0515264355511	26.5515243959824	24.7312257931822	25.5371221648186	22.128175613419	25.4139328618796	24.9884555172625	26.5622652531449	26.7138460695191	25.7099085806097	26.7296190840917	25.6783918863426	24.2834795304273	26.3239546902311	26.3811464506512	26.8438591526753	26.4263841617146	26.4850826734093	25.3023257119706	26.9612423039506
sp|Q02486|ABF2_YEAST	sp|Q02486|ABF2_YEAST	sp|Q02486|ABF2_YEAST ARS-binding factor 2, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ABF2 PE=1 SV=1	22.5767168350919	22.7704396802107	22.4007252013238	23.4671239027235	22.5325043211492	22.5079939599914	23.5359957771475	23.4948487499822	21.7377276199899	21.7566621883761	NA	23.0444521545184	22.2936456436768	21.0410628601932	22.3373159222466	24.1014134188155	24.2965611428765	23.2824900760911	21.8645368108269	NA	23.8119602367493	22.5916757357948	22.688549131915	22.6955112297714	21.2677948196199	22.6437020850893	21.7509915146909
sp|Q02642|NACB1_YEAST	sp|Q02642|NACB1_YEAST	sp|Q02642|NACB1_YEAST Nascent polypeptide-associated complex subunit beta-1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=EGD1 PE=1 SV=2	21.6039486495648	NA	NA	24.9667525659425	NA	NA	NA	NA	24.0046175599633	23.9507367123945	22.5098068922474	NA	24.9458792237691	NA	24.8450803450551	25.0312845684851	NA	23.2142159414183	NA	24.5439210680768	23.7446827606705	25.2494514521536	NA	23.6976336207991	26.1353765950823	25.9887805388632	25.8836225165359
sp|Q02725|VTC3_YEAST	sp|Q02725|VTC3_YEAST	sp|Q02725|VTC3_YEAST Vacuolar transporter chaperone 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VTC3 PE=1 SV=1	22.5830910334094	22.5756786510843	NA	22.5036336049467	21.8372660438075	21.4593895917192	NA	22.5682047893793	22.1771555005587	NA	21.7775603399887	22.6951713572688	23.6915765561562	NA	21.9502383475412	21.4970195186762	NA	23.2661368449903	20.7799661688524	22.5071229426329	22.0524844706448	22.3570010180123	23.5388396943708	21.8480834303429	22.2706489295974	21.3928875718149	23.7671895245437
sp|Q02753|RL21A_YEAST;sp|Q12672|RL21B_YEAST	sp|Q02753|RL21A_YEAST;sp|Q12672|RL21B_YEAST	sp|Q02753|RL21A_YEAST 60S ribosomal protein L21-A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL21A PE=1 SV=1;sp|Q12672|RL21B_YEAST 60S ribosomal protein L21-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN	26.4100550814084	25.7855143299174	25.9116624370894	26.4251678724359	25.3851849147874	NA	26.299254141759	26.3129211673763	26.8105390794753	25.6779619610139	26.2235956505837	NA	26.2323695424769	25.721402133273	26.2449958351379	27.2473521439136	25.5795162059067	26.814211618686	26.3792304110219	24.5757709643657	26.3840157472389	26.3809318486389	26.3619542118421	26.3557180581022	25.9977223566212	25.9777976785341	26.6935186484857
sp|Q02754|YP067_YEAST	sp|Q02754|YP067_YEAST	sp|Q02754|YP067_YEAST Uncharacterized protein YPL067C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YPL067C PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	20.9508434824689	NA	NA	21.2629298365925	NA	NA	NA	NA	NA	NA	NA	NA	21.2520532473419	NA	NA	NA	NA	NA
sp|Q02805|ROD1_YEAST	sp|Q02805|ROD1_YEAST	sp|Q02805|ROD1_YEAST Protein ROD1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ROD1 PE=1 SV=1	22.5053308649005	NA	NA	22.7093564735977	NA	NA	22.3905279559423	NA	22.5553418074356	22.7359939090025	NA	NA	22.5941614706038	NA	22.6600986378821	22.6150853772661	NA	NA	NA	22.4733559636877	22.5520846026917	22.8495349107818	22.6790633882868	22.9143340319078	NA	NA	NA
