Protein.IDs	Majority.protein.IDs	Fasta.headers	50000amol-25000amol_PValue	25000amol-12500amol_PValue	12500amol-5000amol_PValue	5000amol-2500amol_PValue	2500amol-500amol_PValue	500amol-250amol_PValue	250amol-125amol_PValue	125amol-50amol_PValue	50000amol-5000amol_PValue	50000amol-25000amol_AdjPVal	25000amol-12500amol_AdjPVal	12500amol-5000amol_AdjPVal	5000amol-2500amol_AdjPVal	2500amol-500amol_AdjPVal	500amol-250amol_AdjPVal	250amol-125amol_AdjPVal	125amol-50amol_AdjPVal	50000amol-5000amol_AdjPVal	50000amol-25000amol_log2FoldChange	25000amol-12500amol_log2FoldChange	12500amol-5000amol_log2FoldChange	5000amol-2500amol_log2FoldChange	2500amol-500amol_log2FoldChange	500amol-250amol_log2FoldChange	250amol-125amol_log2FoldChange	125amol-50amol_log2FoldChange	50000amol-5000amol_log2FoldChange	featureAvg	Sample1_Tr_1	Sample1_Tr_2	Sample1_Tr_3	Sample2_Tr_1	Sample2_Tr_2	Sample2_Tr_3	Sample3_Tr_1	Sample3_Tr_2	Sample3_Tr_3	Sample4_Tr_1	Sample4_Tr_2	Sample4_Tr_3	Sample5_Tr_1	Sample5_Tr_2	Sample5_Tr_3	Sample6_Tr_1	Sample6_Tr_2	Sample6_Tr_3	Sample7_Tr_1	Sample7_Tr_2	Sample7_Tr_3	Sample8_Tr_1	Sample8_Tr_2	Sample8_Tr_3	Sample9_Tr_1	Sample9_Tr_2	Sample9_Tr_3
sp|P47143|ADK_YEAST	sp|P47143|ADK_YEAST	sp|P47143|ADK_YEAST Adenosine kinase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ADO1 PE=1 SV=1	0.000313138733775361	0.0481157363755806	0.786395820864739	0.99025268786764	0.150263739100402	0.336327803477163	0.22638953680497	0.000974149755037483	0.0628003664975732	0.0167167908646231	0.569213498812635	0.993362783940045	0.997935466225821	0.53747328972178	0.908215936237943	0.656215243052643	0.0147822463944604	0.204584268075831	0.637789541922537	-0.308656669487032	-0.040256322303172	-0.00181309857376277	-0.219306378576938	0.144399910151531	-0.182962056670057	-0.566421606163939	0.288876550132333	26.7595113042001	26.7981056905935	26.4084038632592	26.5228739810831	26.9955028750783	26.9583686286679	26.6753258691068	26.519773487534	26.2880293431501	25.9956106957906	26.7528961235438	26.4127706217587	26.6899250522641	26.6558095465135	26.7332445985778	26.6912570577515	26.8942332623247	27.006138226794	26.8164106631236	26.6325630634924	26.6677675280943	26.5498219102586	26.8941175922472	26.8532905163338	26.7661028247164	27.7160725522537	27.4712702280364	27.1411194110547
sp|P47154|STE24_YEAST	sp|P47154|STE24_YEAST	sp|P47154|STE24_YEAST CAAX prenyl protease 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=STE24 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.853652215704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.561391439724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7196904539138
sp|P47160|ENT3_YEAST	sp|P47160|ENT3_YEAST	sp|P47160|ENT3_YEAST Epsin-3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ENT3 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0213378779577	21.1518985242037	20.9635283107217	NA	20.8488857447806	21.3290429863701	20.6305870879504	NA	21.3205295422397	21.1407723661179	21.1514650313888	21.4454129971347	20.9914775583429	20.8649145884721	20.7673309880189	NA	NA	NA	21.2489884191589	20.9754029893241	21.2419086899363	21.5756555718409	21.1240783882661	21.1372738617277	NA	NA	NA
sp|P47165|XPT1_YEAST	sp|P47165|XPT1_YEAST	sp|P47165|XPT1_YEAST Xanthine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=XPT1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.0406616286042	NA	21.160110235777	21.2440014061334	21.2141269877517	20.9340910790929	21.2285251435763	21.9965548609177	21.7749896927632	21.5511693880443	NA	NA	NA	NA	NA	21.6266715549647	21.5337403600776	21.9575895400385	NA	21.1893033714528	21.1235101619457	NA	NA	NA	23.9283188481734	23.2771068793942	21.0297185904162
sp|P47176|BCA2_YEAST	sp|P47176|BCA2_YEAST	sp|P47176|BCA2_YEAST Branched-chain-amino-acid aminotransferase, cytosolic OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=BAT2 PE=1 SV=1	0.327490823421026	0.27701314173619	0.672567832544485	0.76198325546307	0.105601563827969	0.409914555388371	0.181778967722659	0.0200972305758046	0.755943214932842	0.654981646842052	0.794409588284776	0.993362783940045	0.997935466225821	0.482239385368832	0.916636632358522	0.640378698474749	0.105259754337886	0.904525157178263	-0.0844123129100005	0.0939828584779647	-0.0360683671502358	-0.0258197206613993	-0.142560067973431	0.0707818790347687	0.116351580533696	-0.21248876639093	-0.0264978215822715	27.7100305466173	27.5839116480644	27.6140014105512	27.6699310977804	27.6468442155888	27.6812369102281	27.5917071192289	27.5570582521926	27.8332198934823	27.759514586155	27.6959757696814	27.6975673433193	27.6599653068302	27.7577356771246	27.7957547139785	27.7153525955438	27.6947145274736	27.4944978276648	27.7073434379615	27.6641769631095	27.6709441552203	27.6409281395169	27.8679709470492	27.7604032187922	27.8528144579098	27.9641102665942	27.7200585319841	27.8730857456403
sp|P47771|ALDH2_YEAST;sp|P54114|ALDH3_YEAST	sp|P47771|ALDH2_YEAST;sp|P54114|ALDH3_YEAST	sp|P47771|ALDH2_YEAST Aldehyde dehydrogenase [NAD(P)+] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ALD2 PE=1 SV=2;sp|P54114|ALDH3_YEAST Aldehyde dehydrogenase [NAD(P)+] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) 	0.316802444654064	0.14914374238517	0.125946616129846	0.0564252789930124	0.2658253575335	0.142900948442446	0.10552609507485	0.720279595847751	0.0515703389382356	0.648417419367132	0.665092371538954	0.898986700210402	0.997935466225821	0.646776975320457	0.854012247523624	0.527363712748397	0.855948697805375	0.188905057704579	0.313291970801171	-0.457851696408294	-0.487353287375143	0.618033366924962	-0.349310458596729	-0.46539438066393	0.517374554921066	0.1108106043487	-0.631913012982267	25.0614116265175	25.4990531732827	24.7653188818709	24.6267272477995	25.2511503778957	25.2302268848887	24.909672654538	24.0895015594536	24.3361992535418	25.0918434007328	25.067226558693	24.7735416882514	24.6582908173592	25.9326952347785	25.5294870322363	25.4809913150708	24.7845661569375	25.3927696826346	24.2800842865596	25.4971962071676	25.3439775196697	25.5119854382412	25.4683364213892	25.1598100663573	24.9188439523473	24.9297189311254	24.5118949824154	25.6170041907355
sp|P47912|LCF4_YEAST;sp|P39002|LCF3_YEAST	sp|P47912|LCF4_YEAST	sp|P47912|LCF4_YEAST Long-chain-fatty-acid--CoA ligase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=FAA4 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5872867501583	NA	NA	22.1777029898286	NA	NA	21.7434505655428	NA	NA	NA	NA	NA	NA	20.6421821717068	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.0923919723912	20.9749830722626	NA
sp|P48015|GCST_YEAST	sp|P48015|GCST_YEAST	sp|P48015|GCST_YEAST Aminomethyltransferase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GCV1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.5435435351079	NA	20.733968609439	NA	21.5810460748559	24.1340646535208	NA	20.2926631395005	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6021823335459	21.511858798497	NA	NA	NA	22.6455722435522	NA	NA
sp|P48164|RS7B_YEAST	sp|P48164|RS7B_YEAST	sp|P48164|RS7B_YEAST 40S ribosomal protein S7-B OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS7B PE=1 SV=1	4.80464588177192e-05	0.498428546691777	0.738720850699333	0.90016346712894	0.677038621910133	0.601476088408193	0.708763309270237	0.530991047372415	0.000107450038141351	0.00666884848389942	0.873403667679058	0.993362783940045	0.997935466225821	0.886537365293645	0.924568444273921	0.910432122636592	0.715549100730983	0.00497135509800648	-1.14334912275883	0.152658020930328	-0.074880927217432	-0.0281298563372303	-0.0935801322972019	0.117494705966898	-0.0838845540729309	-0.141156967724601	-1.06557202904593	25.4167259974814	25.4110255041182	25.4221066110007	25.3894911269084	25.612202363446	25.5357881887264	25.5635749817286	25.409407770106	25.6576095745874	25.6135799601249	25.4750025862845	25.558299719997	25.4983532864098	25.276361566499	25.5948562540609	25.5886940511223	24.8991983227904	24.6754066373064	23.675944976445	25.4721228617993	25.4524936304516	25.5226495314287	25.6138890358084	25.6073562784864	25.5911506752881	25.9712553288316	25.9744098631812	25.189371245062
sp|P48589|RS12_YEAST	sp|P48589|RS12_YEAST	sp|P48589|RS12_YEAST 40S ribosomal protein S12 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPS12 PE=1 SV=1	0.503300242650275	0.62221948603276	0.929784313090498	0.635911313400983	0.149056332660555	0.0900498163150904	0.4611417088592	0.0541428280252565	0.218253728634655	0.752780966377781	0.91808271936759	0.993362783940045	0.997935466225821	0.53747328972178	0.840167066274808	0.804101371729358	0.185099126352355	0.473337773976409	0.152864924744446	0.112233845740931	0.0200114417785962	0.107815272728239	0.336607067122198	-0.39958357979237	0.168525193954437	-0.458961423626302	0.285110212263973	27.5956325966953	27.6623443658362	27.5956958120826	27.6313839093272	26.7536613437037	27.7102371154507	27.7253994407183	27.5569121268972	27.9457006558274	27.7235128417442	27.4551305253812	27.3808823205639	27.6699310977804	27.5377886906059	27.5241751009233	27.6329096902068	27.9405573525514	27.8619511021861	27.8822119439646	27.5882079437972	27.5859181783474	27.6552636397656	27.8050126818395	26.9733372192758	26.7177728412436	27.8228054634408	27.9080467728585	27.8353299344523
sp|P48606|TBCA_YEAST	sp|P48606|TBCA_YEAST	sp|P48606|TBCA_YEAST Tubulin-specific chaperone A OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RBL2 PE=1 SV=1	0.123135851754326	0.0247344188667763	0.0985727539325734	0.0463988303623115	0.240469356083929	0.63142372444995	0.962931067116651	0.184029100867827	0.442236826221447	0.431049631830597	0.521642354991451	0.857230069411334	0.997935466225821	0.623255486114561	0.924568444273921	0.989353089300266	0.380107726197238	0.702798690185212	0.826937256163873	-1.26832212445494	0.797788270983865	-1.10155333893688	0.676724137964953	0.270682028440898	0.0238376234033559	-0.890853663442059	0.356403402692798	22.0918542244862	22.8366883727078	22.6619694147235	22.128175613419	22.170080312525	21.1779766565706	22.2763402661861	21.2825183556344	21.2653929960226	NA	22.5728602547517	NA	23.1192254817212	22.4294363696176	21.3678370340436	NA	21.5074617340962	22.8464392025245	21.9487778593564	20.7762755889352	22.0499947467657	22.4071982521978	NA	22.092198382682	22.246439077861	NA	22.7656527418693	NA
sp|P48836|VATG_YEAST	sp|P48836|VATG_YEAST	sp|P48836|VATG_YEAST V-type proton ATPase subunit G OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=VMA10 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8032151148834	21.7565400347804	21.6060744173895	NA	NA	21.5838026422334	21.7420528043019	NA	NA	NA	NA	17.985597376621	NA	NA	NA	21.9762424569563	21.9940011733872	NA	21.7280417329289	NA	NA	NA	NA	NA	NA	NA	NA
sp|P49089|ASNS1_YEAST	sp|P49089|ASNS1_YEAST	sp|P49089|ASNS1_YEAST Asparagine synthetase [glutamine-hydrolyzing] 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN1 PE=1 SV=2	0.833844914113667	0.336215313129064	0.265401099303866	0.597265816551547	0.359569270090034	0.948737017609443	0.0755343287833266	0.891536957826842	0.713066188663229	0.931865330748607	0.810305666652861	0.96518343344805	0.997935466225821	0.731792004230158	0.982894734975189	0.507257121978	0.948967252656179	0.883692740950502	-0.0251953067525044	0.116823490845999	-0.135848505728895	0.0636494085239327	-0.111175150922264	0.00771810508565807	-0.222288363903758	-0.0163724762978035	-0.0442203216354002	27.1661131366695	27.0033526867141	27.0270710869828	26.938651916568	27.4431631108616	27.4526978480245	27.2670482522148	26.9285221703426	27.1862192971867	27.2048046952736	26.8875090206137	27.1539287872869	27.1442351739792	27.1321239265563	27.1797807971142	27.1841393957191	27.3495898106053	26.9550457211546	26.9393247107855	27.1060948345906	27.0909353790679	27.1795909937931	27.1017941009292	27.1876356945655	27.2297686391519	27.513974032865	27.1660507294446	27.5320018776847
sp|P49090|ASNS2_YEAST	sp|P49090|ASNS2_YEAST	sp|P49090|ASNS2_YEAST Asparagine synthetase [glutamine-hydrolyzing] 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=ASN2 PE=1 SV=2	0.32051524132264	0.624852982374429	0.860305164724433	0.72442991855012	0.79922534688493	0.522866687576055	0.352886526507299	0.276166858551523	0.73455049154718	0.648417419367132	0.91808271936759	0.993362783940045	0.997935466225821	0.946927365331008	0.916636632358522	0.76476212643991	0.474215269276858	0.894347440585514	0.144454224368364	-0.0704219450299313	-0.0252771606470965	-0.0506974127572981	-0.0365485741659057	0.0922177571114347	-0.134874017903002	-0.158760622634095	0.0487551186913358	26.4257371669213	26.2337413690649	26.5930616621484	26.2148051209683	26.4802671981733	26.5535325062029	26.473346672891	26.0590574072474	26.2824900760911	26.4887948337533	26.5204330875143	26.2125248831552	26.5365739017253	26.3888016825893	26.3308934968304	26.3828291441385	26.5506587275787	26.3736660994106	26.3393801632076	26.3447564304042	26.258483367534	26.5141998361847	26.287589097118	26.3194308104534	26.7721576873211	26.6813709710042	26.800329403205	26.5017278709603
sp|P49167|RL38_YEAST	sp|P49167|RL38_YEAST	sp|P49167|RL38_YEAST 60S ribosomal protein L38 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RPL38 PE=1 SV=1	0.694946374369249	0.864465613215685	0.998608971837486	0.840899360377628	0.662213114563957	0.801133982775103	0.757074055369508	0.0722277419623944	0.575697245779161	0.861237113950462	0.974444763231711	0.999210228873592	0.997935466225821	0.88041360442028	0.966716395749978	0.921684183624416	0.217939360530008	0.785508895150087	0.178527318572606	0.0775834897433754	-0.000792115623475809	-0.0912553263675697	-0.198975671123527	0.114535424042131	-0.140715514242498	0.851879867291668	0.255318692692505	25.3148054441658	25.2037410979683	25.2365905968093	25.2785609053202	25.55549394293	25.6673614973095	25.4476467698031	25.1931369934371	25.4735789248608	25.28492715103	25.4615768666798	25.2765390568774	25.2569190025137	25.4272637319482	25.3473272358467	25.4737646995202	25.6384858515365	25.4358393677124	25.4128998057968	25.3100801925779	25.2336682379008	25.1775205164895	25.503366711034	25.5127088807457	25.5758863476618	22.7478610689074	25.5850585784962	25.781942960764
sp|P49334|TOM22_YEAST	sp|P49334|TOM22_YEAST	sp|P49334|TOM22_YEAST Mitochondrial import receptor subunit TOM22 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=TOM22 PE=1 SV=3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.9350808596194	24.2032930328347	24.3658631872841	24.1026953159762	23.7305522297901	NA	23.7737428869186	NA	23.8531953172153	23.9878052543084	23.8651412075852	23.7891515247083	NA	NA	NA	NA	NA	NA	NA	23.9771862745422	NA	24.1590016073612	NA	NA	NA
sp|P49367|LYS4_YEAST	sp|P49367|LYS4_YEAST	sp|P49367|LYS4_YEAST Homoaconitase, mitochondrial OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=LYS4 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.62377256094	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
sp|P49435|APT1_YEAST	sp|P49435|APT1_YEAST	sp|P49435|APT1_YEAST Adenine phosphoribosyltransferase 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=APT1 PE=1 SV=3	0.185818320240171	0.127976211327938	0.0351901168294059	0.684402846491883	0.398126168374764	0.0926776207449922	0.0308931418213396	0.100166222383348	0.0546125081641029	0.532883943168095	0.661651394293756	0.772368752001632	0.997935466225821	0.744951025713705	0.840167066274808	0.434805812070521	0.263315751265315	0.19436451623532	-0.222968562804336	0.258424082267503	-0.367730861155039	0.0671077093571668	0.140497091311435	0.287389430331704	-0.377981499240203	0.280539730540568	-0.332275341691872	24.6472308544961	24.7875582666327	24.3687963082371	24.3800070440938	24.8086256580118	24.7841667397032	24.6957236094334	24.5209126072465	25.0673907018272	24.7233305566924	24.7866114364653	24.7947636817974	24.8568559560945	24.5974160905797	24.0021296364028	24.5550257824453	24.7342787886155	24.4672483105225	24.4412010782151	24.8335456440668	25.0391727532044	24.7668358051575	24.8569983905679	24.5995741987471	24.5601672111079	24.4689267666465	24.3230613593049	24.6549086895753
sp|P49573|CTR1_YEAST	sp|P49573|CTR1_YEAST	sp|P49573|CTR1_YEAST Copper transport protein CTR1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=CTR1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.458298464732	19.3356869309188	19.0319811349118	NA	19.386712954467	19.4536243184851	19.076528574045	20.2026356188152	19.6001960432198	19.1574110861761	19.0005557408753	19.1370361555578	19.300012869198	19.4268134589814	19.432452185873	NA	NA	NA	19.4836504799773	19.366151430577	19.2448608652749	18.5429109459691	19.0026172642476	21.4980427930873	NA	NA	NA
sp|P49723|RIR4_YEAST	sp|P49723|RIR4_YEAST	sp|P49723|RIR4_YEAST Ribonucleoside-diphosphate reductase small chain 2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RNR4 PE=1 SV=1	0.00608307772155389	0.754636153663635	0.675137447791568	0.83140126330575	0.107414833026023	0.633865690574964	0.485852147610016	0.0201332592536466	0.00110293357505406	0.0959467258808726	0.966268432919858	0.993362783940045	0.997935466225821	0.482239385368832	0.924568444273921	0.815524257591743	0.105259754337886	0.0177546082907118	0.292783102720499	0.0302279276543018	0.0405765218547316	-0.0205781740583362	-0.160838611684294	0.0461433898484316	-0.0677434537397694	-0.240983895007499	0.363587552229532	27.6552999346909	27.4302183570926	27.5685556305282	27.6024372241615	27.75798994132	27.7005468196687	27.6299954341313	27.3825323408054	27.6770076064582	27.6323550474816	27.4915956344387	27.5249970429603	27.5246234909941	27.6658039864942	27.4627160603223	27.7567817870842	27.8102326121261	27.894811473643	27.8652002171376	27.5690628945305	27.5124677735499	27.3979509781377	27.6454018295105	27.6803652114016	27.6979649625339	27.787745067605	28.0594081693995	27.964330643138
sp|P49954|NIT3_YEAST	sp|P49954|NIT3_YEAST	sp|P49954|NIT3_YEAST Omega-amidase NIT3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=NIT3 PE=1 SV=1	0.547546278867683	0.77332233488567	0.872177008371529	0.175102816931764	0.199582004583061	0.715705467219454	0.693394300049153	0.143433298538354	0.468399863017606	0.769224934279701	0.966453736421577	0.993362783940045	0.997935466225821	0.580879743960465	0.955191527404425	0.907778038851155	0.331809030618725	0.722376677631596	0.399324620104601	0.1899644036287	-0.105968944136649	-0.695555585505428	0.654873136237583	-0.196357396022854	-0.19414376625279	0.756111273454689	0.483320079596652	22.7820225809585	22.4632120306615	NA	NA	22.6375685811061	22.6605991996041	23.7029259783147	22.6046952866028	22.7016575819776	NA	23.6542531673948	22.4900811223247	23.6498753911912	22.9965031418405	NA	22.6159384983372	23.0525010543948	NA	NA	22.4931635438448	22.6451984057515	NA	22.2653643787863	NA	22.9543624693457	21.5583814733194	22.9301251524545	NA
sp|P50089|YG51_YEAST	sp|P50089|YG51_YEAST	sp|P50089|YG51_YEAST Uncharacterized protein YGR237C OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=YGR237C PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.4292320254957	NA	NA	NA	21.8128416307534	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.301342125188
sp|P50094|IMDH4_YEAST	sp|P50094|IMDH4_YEAST	sp|P50094|IMDH4_YEAST Inosine-5-monophosphate dehydrogenase 4 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD4 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.8755273923375	NA	NA	NA	NA	22.0832001209581	NA	NA	NA	NA	NA	22.6652699827829	NA	22.3316692523397	22.0896793496909	NA	NA	21.2596582226373	NA	NA	NA	NA	NA	NA	21.8901514432911	NA
sp|P50095|IMDH3_YEAST;sp|P38697|IMDH2_YEAST	sp|P50095|IMDH3_YEAST	sp|P50095|IMDH3_YEAST Inosine-5-monophosphate dehydrogenase 3 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=IMD3 PE=1 SV=1	0.880443496671937	0.832532119021249	0.974622236830315	0.638699902904845	0.310841642098162	0.301481134349977	0.729395187587817	0.284877702352613	0.976614550766493	0.942944115262847	0.972689041415398	0.993362783940045	0.997935466225821	0.701746906599401	0.908215936237943	0.910432122636592	0.48338661474991	0.992591601701246	0.032444927826969	-0.0456268242655753	0.00686032413753779	0.101539504842833	-0.221468873207101	0.225915408060168	-0.0747151800552004	-0.234052986634335	-0.00632157230106856	26.1293782967102	26.2816237465287	26.0830418259032	26.0288211758157	25.9287028771071	26.1061747268844	26.2442155929214	25.8737546188935	26.6474619398718	25.7353897166856	25.9480871748713	26.0016358311263	26.1185642553089	26.1380750495915	25.7538908306273	26.1629817765285	25.9969900896931	26.3833071988884	25.9736437703503	26.0250653642161	26.1799705754676	26.1678698361513	25.99595566793	26.3806841912592	26.3560540217386	26.6856543515221	26.4348536921968	25.860744113097
sp|P50107|LGUL_YEAST	sp|P50107|LGUL_YEAST	sp|P50107|LGUL_YEAST Lactoylglutathione lyase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=GLO1 PE=1 SV=1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.6855153414119	22.1376178407791	NA	NA	NA	NA	20.691917276484	NA	NA	NA	NA	21.3070807100279	NA	NA	21.5034395051797	NA	NA	26.2568110527182	NA	NA	NA	NA	NA	20.8920802794432	21.0542412881483	NA	NA
sp|P50861|RIB4_YEAST	sp|P50861|RIB4_YEAST	sp|P50861|RIB4_YEAST 6,7-dimethyl-8-ribityllumazine synthase OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=RIB4 PE=1 SV=2	0.11562517265352	0.702398760767794	0.0875007010652166	0.734927604657591	0.00560447414399711	0.291587743016411	0.404753634435504	0.216918421191771	0.00628241241620526	0.422273679563993	0.95207957025947	0.857230069411334	0.997935466225821	0.11439720752747	0.908215936237943	0.776922009007234	0.41910563949953	0.0558973617544417	0.82009283035887	-0.193215669444434	0.895840080812601	0.171146001671762	-1.54790425521983	0.540018324872204	-0.424307924233197	-0.635641302685404	1.52271724172704	25.3934238252448	25.2799780563301	25.4236140121698	25.3904426753511	26.1560912566708	25.5624981807	25.4710686227696	25.2997781674234	24.5935461370647	25.6210634310296	23.1558249845697	24.4436690090138	25.2935825028144	25.9213887894418	26.0066732915337	23.9886722064653	25.8329906174905	26.2540736268431	25.8876019822607	24.1369610823139	25.2999877244056	23.9695656946937	25.345907093896	26.1123529604029	26.0785292077585	26.4497889499238	26.3955342662049	26.2512587520679
sp|P51965ups|UB2E1_HUMAN_UPS	sp|P51965ups|UB2E1_HUMAN_UPS	sp|P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.9241376189113	23.9593418981813	22.6207558887002	NA	NA	NA	24.943064208162	25.2958258153638	24.8840419249523	NA	NA	NA	NA	NA	NA	26.3396520011717	26.4941315568264	26.2668874574782	NA	NA	21.5697814547476	NA	NA	NA	NA	NA	NA
sp|P52286|SKP1_YEAST	sp|P52286|SKP1_YEAST	sp|P52286|SKP1_YEAST Suppressor of kinetochore protein 1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) OX=559292 GN=SKP1 PE=1 SV=2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	22.7434094742416	22.9676850225418	22.898294338042	22.8787671535862	22.7256100662299	NA	23.4021054344168	NA	22.7691485695362	22.4963369322973	NA	22.62985373453	22.7328100175926	24.1794960827678	NA	NA	NA	NA	NA	22.812763306421	23.3220986915902	24.323267561698	22.8780748680132	22.9399478867994	24.0180126780095	22.8934141184994
